author,title,belongTo,belongToName,id
关汉卿,诈妮子调风月・江儿水,yuanqu/yuanqu.json,元曲,ab3ef141-3765-5afd-9d83-6a87f9b8f15a
关汉卿,诈妮子调风月・上小楼,yuanqu/yuanqu.json,元曲,a2afcac4-375f-5769-b6be-9386acc32ddb
关汉卿,诈妮子调风月・幺,yuanqu/yuanqu.json,元曲,f067f538-fe2a-5e77-86f3-8209effe2fe7
关汉卿,诈妮子调风月・哨遍,yuanqu/yuanqu.json,元曲,6ab96ac6-729f-5391-884e-c4b6de1d052c
关汉卿,诈妮子调风月・五煞,yuanqu/yuanqu.json,元曲,50165e5c-bcbc-502c-9ec9-a17c9b67fe90
关汉卿,诈妮子调风月・四煞,yuanqu/yuanqu.json,元曲,93d312cb-351f-5c91-9dbb-e8b1aa68bb13
关汉卿,诈妮子调风月・三煞,yuanqu/yuanqu.json,元曲,1f3efe8a-e5db-578b-bc83-7d5beb314882
关汉卿,诈妮子调风月・二煞,yuanqu/yuanqu.json,元曲,e39c1c53-6729-5ae2-a8ac-9770fc351465
关汉卿,诈妮子调风月・尾,yuanqu/yuanqu.json,元曲,d18db405-54af-5702-9a5e-feca73a7678a
关汉卿,诈妮子调风月・越调/斗鹌鹑,yuanqu/yuanqu.json,元曲,e92ee325-bda5-5f09-b27f-69d7c74ca3e9
关汉卿,诈妮子调风月・紫花儿序,yuanqu/yuanqu.json,元曲,e59248ae-c06d-572a-91a5-7c2225fbf0d5
关汉卿,诈妮子调风月・幺篇,yuanqu/yuanqu.json,元曲,1127225d-969d-5989-8810-9e6051826817
关汉卿,诈妮子调风月・梨花儿,yuanqu/yuanqu.json,元曲,56011b0b-05dd-5f89-8e0a-3a4f53f86862
关汉卿,诈妮子调风月・紫花儿序,yuanqu/yuanqu.json,元曲,4f269f1d-42d3-566f-ab22-d58cffff335e
关汉卿,诈妮子调风月・小桃红,yuanqu/yuanqu.json,元曲,a8cc7f7f-bfb6-59b5-9bab-3a822e1e88fc
关汉卿,诈妮子调风月・调笑令,yuanqu/yuanqu.json,元曲,dfc2e990-8258-5f18-ae1a-b411db85d0f1
关汉卿,诈妮子调风月・圣药王,yuanqu/yuanqu.json,元曲,8275aa3a-bcbd-5093-a7eb-d8d07fe8619c
关汉卿,诈妮子调风月・天净沙,yuanqu/yuanqu.json,元曲,08030e31-972c-5d52-938c-cd0cb703f036
关汉卿,诈妮子调风月・拙鲁速,yuanqu/yuanqu.json,元曲,c6514e99-6c0b-57ce-8264-e2be9f0ff29f
关汉卿,诈妮子调风月・收尾,yuanqu/yuanqu.json,元曲,bd255464-6830-5cbb-8b28-811e687c8123
关汉卿,诈妮子调风月・双调/新水令,yuanqu/yuanqu.json,元曲,792fd81c-dcd2-505c-92ef-106d6602c95b
关汉卿,诈妮子调风月・驻马听,yuanqu/yuanqu.json,元曲,a6ead032-4fd1-559c-9f23-2227e26f3fab
关汉卿,诈妮子调风月・甜水令,yuanqu/yuanqu.json,元曲,7e041fce-f110-5963-88b3-60829129e828
关汉卿,诈妮子调风月・水仙子,yuanqu/yuanqu.json,元曲,5b1f9c51-62b6-5c9b-a6f3-b581d93fd2c0
关汉卿,诈妮子调风月・殿前欢,yuanqu/yuanqu.json,元曲,b3ef8ee2-5404-56ab-b639-955eae205368
关汉卿,诈妮子调风月・乔牌儿,yuanqu/yuanqu.json,元曲,5374fa62-fc8a-52a1-9291-36a8bc3398ff
关汉卿,诈妮子调风月・挂玉钩,yuanqu/yuanqu.json,元曲,2f48dd2d-f7b7-5f77-b1e5-0763f6435d3a
关汉卿,诈妮子调风月・落梅风,yuanqu/yuanqu.json,元曲,06f2255b-4504-54a5-a182-cf4c3a53f630
关汉卿,诈妮子调风月・雁儿落,yuanqu/yuanqu.json,元曲,bbdca9b3-8d0d-5799-91aa-e43fe3749a22
关汉卿,诈妮子调风月・得胜令,yuanqu/yuanqu.json,元曲,4115561a-c3bd-5577-a7b5-8c776048ce70
关汉卿,诈妮子调风月・阿古令,yuanqu/yuanqu.json,元曲,38f6e4fc-28e6-5efb-aa24-76ff8cefa375
关汉卿,正宫・白鹤子（四首）,yuanqu/yuanqu.json,元曲,439b8733-71a4-5f92-a7e4-ae4724b8fc4c
关汉卿,南吕・四块玉别情,yuanqu/yuanqu.json,元曲,54c7e2d0-ef84-59b6-8a50-a5a36be46217
关汉卿,南吕・四块玉闲适（四首）,yuanqu/yuanqu.json,元曲,49f3532d-b32d-5d7b-a1d1-c45b5a5704fd
关汉卿,中吕・朝天子书所见,yuanqu/yuanqu.json,元曲,e250777f-1c77-52de-91ad-9c749cca6b36
关汉卿,商调・梧叶儿别情,yuanqu/yuanqu.json,元曲,30b81816-3d2e-5f63-b836-63c964d51937
关汉卿,双调・大德歌（四首）春,yuanqu/yuanqu.json,元曲,f2bd255f-ef36-58a2-9856-92ea6fb41a83
关汉卿,双调・大德歌（六首）,yuanqu/yuanqu.json,元曲,39f8ae2a-51ec-55a9-9905-fc9edae0b7b5
关汉卿,黄钟・侍香金童,yuanqu/yuanqu.json,元曲,ba3980dd-dde8-5a24-bf31-282183dea397
关汉卿,幺・柔肠脉脉，新愁千万叠。偶记年前人乍别，秦台玉萧声断绝。雁底关,yuanqu/yuanqu.json,元曲,0f022b49-a299-5c63-8e70-02a1b90dae7f
关汉卿,降黄龙衮・鳞鸿无个，锦笺慵写。腕松金，肌削玉，罗衣宽彻。泪痕淹破，,yuanqu/yuanqu.json,元曲,04758e02-88f5-5dbf-856f-c19deae5dee9
关汉卿,幺・等闲辜负，好天良夜。玉炉中，银台上，香消烛灭。凤帏冷落，鸳衾,yuanqu/yuanqu.json,元曲,1e1c6d20-1109-59a3-83ff-2fc40bae145f
关汉卿,幺・铜壶玉漏催凄切，正更阑人静也。金闺潇洒转伤嗟，莲步轻移呼侍妾：,yuanqu/yuanqu.json,元曲,d23c6feb-5853-5381-857e-fea867e79556
关汉卿,仙吕・翠裙腰闺怨,yuanqu/yuanqu.json,元曲,5bce245e-2956-5686-892b-87ff96c164a5
关汉卿,六幺遍・乍凉时候，西风透。碧梧脱叶，余暑才收。香生凤口，帘垂玉钩，,yuanqu/yuanqu.json,元曲,7701df4e-7012-5dfb-8d9c-b1f30ea72050
关汉卿,寄生草・为甚忧，为甚愁？为萧郎一去经今久。玉台宝鉴生尘垢，绿窗冷,yuanqu/yuanqu.json,元曲,b05dbe13-82df-562a-89fb-ae5713b2d217
关汉卿,后庭花煞・掩袖暗含羞，开樽越酿愁。闷把苔墙画，慵将锦字修。最风流，,yuanqu/yuanqu.json,元曲,7496a676-dd0c-58cf-a49f-6166e986dbec
关汉卿,南吕・一枝花赠朱帘秀,yuanqu/yuanqu.json,元曲,4703332d-bbc3-56e1-98e2-1bf681754787
关汉卿,梁州・富贵似侯家紫帐，风流如谢府红莲，锁春愁不放双飞燕。绮窗相近，,yuanqu/yuanqu.json,元曲,6bb7a7d3-8e69-58e1-991f-89ab9bc64560
关汉卿,南吕・一枝花杭州景,yuanqu/yuanqu.json,元曲,48a59dd6-36c1-5cca-aeda-9ace9f6f6ff5
关汉卿,梁州・百十里街衢整齐，万余家楼阁参差，并无半答儿闲田地。松轩竹径，,yuanqu/yuanqu.json,元曲,1c62f593-5d4b-570d-b5aa-77759352034f
关汉卿,尾・家家掩映渠流水，楼阁峥嵘出翠微。遥望西湖暮山势，看了这壁，觑,yuanqu/yuanqu.json,元曲,f41c0255-146a-5efc-b21d-9c9b8d67e958
关汉卿,南吕・一枝花不伏老,yuanqu/yuanqu.json,元曲,c6c9c8b6-00d9-51b8-adb7-f3e89ea2aea7
关汉卿,梁州・我是个普天下郎君领袖，盖世界浪子班头。愿朱颜不改常依旧，花,yuanqu/yuanqu.json,元曲,53fdc6a8-e114-59c9-85f6-ae89c6110afc
关汉卿,隔尾・子弟每是个茅草冈、沙土窝初生的兔羔儿乍向围场上走，我是个经,yuanqu/yuanqu.json,元曲,d22f0b47-1b2b-5b09-8913-6c61d998da45
关汉卿,尾・我是个蒸不烂、煮不熟、捶不匾、炒不爆响当当一粒铜豌豆，恁子弟,yuanqu/yuanqu.json,元曲,d1966e7c-3f50-58d1-856a-c219baf06b31
关汉卿,中吕・古调石榴花闺思,yuanqu/yuanqu.json,元曲,7e701d08-9876-5d24-9272-9474959ce179
关汉卿,酥枣儿・一自相逢，将人来萦系。樽前席上，眼约心期。比及道是配合了，,yuanqu/yuanqu.json,元曲,bce2d2c2-5a1d-5755-ba72-cfa9c4890df6
关汉卿,鲍老儿・当初指望成家计，谁想琼簪碎；当初指望无抛弃，谁想银瓶坠。,yuanqu/yuanqu.json,元曲,73e04f69-39fc-5f3a-a171-4583c33d67c2
关汉卿,墙头花・守香闺，镇日情如醉，闷懊恼离愁空教我诉与谁？愁闻的是紫燕,yuanqu/yuanqu.json,元曲,548fcf23-0cac-5a96-b8b9-efb08bf977bc
关汉卿,卖花声煞・愁山闷海不许当敌，好教我无一个百刂划，耐心儿多陪下些凄,yuanqu/yuanqu.json,元曲,9c1a81da-124b-5694-ac29-a10f07b84255
关汉卿,幺・天付两风流，翻成南北悠悠，落花流水人何处？相思一点，离愁几许，,yuanqu/yuanqu.json,元曲,3fa36a10-4c74-59ea-be6d-1e059c31e922
关汉卿,荼コ香・记得初相守，偶尔间因循成就，美满效绸缪。花朝月夜同宴赏，,yuanqu/yuanqu.json,元曲,d77a7119-80ac-5160-852c-e2c33e4ab68d
关汉卿,幺・坐想行思，伤怀感旧，各辜负了星前月下深深咒。愿不损，愁不煞，,yuanqu/yuanqu.json,元曲,d4a1ba23-c5a9-56bb-958b-3856a4e20648
关汉卿,好观音煞・与怪友狂朋寻花柳，时复间和哄消愁。对着浪蕊浮花懒回首，,yuanqu/yuanqu.json,元曲,cc325da5-93f7-5d0d-b1f1-5257dcb06642
关汉卿,尾・对着盏半明不灭的孤灯双眉皱，冷清清没个人瞅，谁解春衫纽儿扣？,yuanqu/yuanqu.json,元曲,882594d7-871b-5e6e-9afe-941426a0f215
关汉卿,大石调・青杏子骋怀,yuanqu/yuanqu.json,元曲,4998f359-2d7e-5202-acf0-3a3235e8f444
关汉卿,幺・人俊惜风流，欠前生酒病花愁。尚还不彻相思债，携云挈雨，批风切,yuanqu/yuanqu.json,元曲,9ad4ac70-7a33-53a0-b23a-ab14358de0e1
关汉卿,催拍子・爱共寝花间锦鸠，恨孤眠水上白鸥。月宵花昼，大筵排回雪韦娘，,yuanqu/yuanqu.json,元曲,9ac41324-a355-510a-a5c1-41045a83edca
关汉卿,幺・群芳会首，繁英故友，梦回时绿肥红瘦。荣华过可见蔬薄，财物广始,yuanqu/yuanqu.json,元曲,7640bdde-f701-5dbe-ba79-67cad11682e7
关汉卿,尾・展放征旗任谁走，庙算神谟必应口。一管笔在手，敢搦孙吴兵斗。,yuanqu/yuanqu.json,元曲,f6721286-6233-5a5a-9820-90bf247663f8
关汉卿,天净沙・平生肥马轻裘，何须锦带吴钩？百岁光阴转首，休闲生受，叹功,yuanqu/yuanqu.json,元曲,84a67472-5d91-5641-b33f-e8190cd71138
关汉卿,寨儿冷・得自由，莫刚求。茶余饭饱邀故友，谢馆秦楼，散闷消愁，惟蹴,yuanqu/yuanqu.json,元曲,1ed59fa0-58b7-59b7-b06d-f56fe0c54f3a
关汉卿,尾・锦缠腕、叶底桃、鸳鸯叩，入脚面带黄河逆流。斗白打赛官场，三场,yuanqu/yuanqu.json,元曲,1558d5e6-d091-56a1-8c56-be0eb46559df
关汉卿,越调・斗鹌鹑又,yuanqu/yuanqu.json,元曲,b4cabe9c-4857-547c-8176-e15e8314f548
关汉卿,小桃红・装跷委实用心机，不枉了夸强会，女辈丛中最为贵。煞曾习，沾,yuanqu/yuanqu.json,元曲,8c61fe7c-bd8d-5054-af04-2fa63953ef0a
关汉卿,秃厮儿・粉汗湿珍珠乱滴，宝髻偏鸦玉斜堆。虚蹬落实拾蹑起，侧身动，,yuanqu/yuanqu.json,元曲,c2ae4b7b-9ee7-52bc-9b3b-0d80c7ace953
关汉卿,圣药王・甚旖旎，解数儿希，左盘右折煞曾习。甚整齐，省气力，旁行侧,yuanqu/yuanqu.json,元曲,127bccd4-83a3-5932-b1c5-c707e908abdd
关汉卿,尾・不离了花前柳影闲田地，斗白打官场小踢。竿网下世无双，全场儿占,yuanqu/yuanqu.json,元曲,81399167-c44c-5103-829f-63a815bfed92
关汉卿,双调・新水令,yuanqu/yuanqu.json,元曲,f549f299-22e6-59a9-800e-8fd2ba3fd9d6
关汉卿,乔牌儿・款将花径踏，独立在纱窗下，颤钦钦把不定心头怕。不敢将小名,yuanqu/yuanqu.json,元曲,1415f324-85b4-5574-b2a0-a48b925ea3c4
关汉卿,挂搭钩・等候多时不见他，这的是约下佳期话，莫不是贪睡人儿忘了那？,yuanqu/yuanqu.json,元曲,2a240329-47a6-5b38-b1c9-476f9d88de38
关汉卿,豆叶黄・髻挽乌云，蝉鬓堆鸦，粉腻酥胸，脸衬红霞；袅娜腰肢更喜恰，,yuanqu/yuanqu.json,元曲,66c5543e-5f84-51dc-8da7-c68b6610699e
关汉卿,梅花酒・两情浓，兴转佳。地权为床榻，月高烧银蜡。夜深沉，人静悄，,yuanqu/yuanqu.json,元曲,5876c805-0409-5e90-b63b-9ed46b1d42ea
关汉卿,收江南・好风吹绽牡丹花，半合儿揉损绛裙纱。冷丁丁舌尖上送香茶，都,yuanqu/yuanqu.json,元曲,27e7d11c-9f6f-5e79-88bc-71f778dcb1ad
关汉卿,尾・整乌云欲把金莲さ，纽回身再说些儿话：“你明夜个早些儿来，我专,yuanqu/yuanqu.json,元曲,b2b23b46-6920-5346-b24d-2914fa67d8d6
关汉卿,双调・新水令,yuanqu/yuanqu.json,元曲,6bdc2e40-20f3-5db4-a604-ea560b9aec78
关汉卿,驻马听・锦阵里争先，紧卷旗幡不再展；花营中挑战，劳拴意马与心猿。,yuanqu/yuanqu.json,元曲,0851850c-76b7-5f68-9bcf-9b336bef0385
关汉卿,天仙子・从今后，识破野狐涎。红粉无情，灾星不现。村酒酽野花浓，再,yuanqu/yuanqu.json,元曲,4947d24d-f15a-5dbe-bb53-af11e73ce393
关汉卿,尾・料应也不得为烟眷。有了神前咒怨，为甚脚儿稀，尺紧的阳台路儿远。,yuanqu/yuanqu.json,元曲,d3bc18c7-fd0b-5e12-9613-ae4a6653cf14
关汉卿,双调・新水令,yuanqu/yuanqu.json,元曲,0e8bedfe-d745-50fb-8396-45b94252a979
关汉卿,驻马听・多绪多情，病身躯憔悴损；闲愁闲闷，将柳带结同心。瘦岩岩宽,yuanqu/yuanqu.json,元曲,e25c9a66-1ecc-5d5e-88fc-fdb2fae54d34
关汉卿,幺・早是我愁怀闷哽，更那堪四扇帏屏。遣人愁，添人恨，无端怨煞丹青。,yuanqu/yuanqu.json,元曲,aceb2c2f-53b8-5bc8-be59-a51ef0886ed2
关汉卿,天仙子・一扇儿画着双通叔，和苏氏到豫章城；一扇儿是司马文君；一扇,yuanqu/yuanqu.json,元曲,b04636e2-3ad2-56e6-8dd3-b5d3a94864c9
关汉卿,随煞・您团圆偏俺孤另，拥被和衣坐等。听鼓打四更过，搭伏定鸳鸯枕头,yuanqu/yuanqu.json,元曲,e7800fb7-15bc-5511-85e5-168c189aac5b
关汉卿,双调・新水令,yuanqu/yuanqu.json,元曲,4ced3f93-3274-5a70-bbf1-ec5f65588d7c
关汉卿,乔牌儿・这番天对勘，非是俺愚滥。相知每侧脚里来轰减，盖因他酒半酣。,yuanqu/yuanqu.json,元曲,3e677f44-2c00-58b5-8613-804a6585737a
关汉卿,夜行船・又引起往前风月胆，今番做得尴。且休说久远当来，奈何时暂，,yuanqu/yuanqu.json,元曲,bc5a126d-b58b-5777-bbd0-2defcae1ae24
关汉卿,天仙子・咱非参，坏怪斗来搀。怎肯袄庙火绝，蓝桥水淹。难掩盖泼风声，,yuanqu/yuanqu.json,元曲,acc62f5f-249d-5f4b-b033-71c49e36543c
关汉卿,离亭宴煞・你休起风波剁断渔舟缆，得团圆摔破青铜鉴。冤家行再三，再,yuanqu/yuanqu.json,元曲,51b4b3ac-8a92-517a-81a0-1e7d74084783
关汉卿,双调・新水令,yuanqu/yuanqu.json,元曲,46a69a5b-2955-5abf-8a56-51ec927e73ed
关汉卿,驻马听・黄诏奢豪，桑木剑熬乏古定刀；双郎穷薄，纸糊锹撅了点刚锹。,yuanqu/yuanqu.json,元曲,62f7e053-f5b1-5326-b205-b5fb8574fb8c
关汉卿,落梅风・姨夫闹，咱便晓，君子不夺人之好。他揽定磨杆儿夸俏，推不动,yuanqu/yuanqu.json,元曲,1511339b-1b19-55ff-b0e7-f047a9e0df82
关汉卿,步步娇・积趱下三十两通行鸦青钞，买取个大笠子粗麻罩。妆甚腰，眼落,yuanqu/yuanqu.json,元曲,34e09d0d-2e1c-5828-944f-994c4e41a210
关汉卿,甜水令・佳人有意郎君俏，郎君没钞莺花恼。如今等惜花人弄巧，指不过,yuanqu/yuanqu.json,元曲,a0b11c54-983f-5d78-9424-b4df57212a68
关汉卿,庆东原・或向幽窗下，或向曲槛前，春纤相对摇纨扇。闲凭着玉肩，双歌,yuanqu/yuanqu.json,元曲,0e73fa4d-9088-5a87-9ae8-c4d4c73beced
关汉卿,早乡词・九秋天，三径边，绽黄花遍撒金钱。露春纤把花笑捻，捧金杯酒,yuanqu/yuanqu.json,元曲,e6caf8c7-33d9-562e-bce8-c4c941e58fcf
关汉卿,挂打沽・浅浅江梅驿使传，乱剪碎鹅毛片。旋剖温橙列着玳筵，玉液着金,yuanqu/yuanqu.json,元曲,29caec30-d4da-5e88-9e68-5cf2a9e2be15
关汉卿,石竹子・夜夜嬉游赛上元，朝朝宴乐赏禁烟。密爱幽欢不能恋，无奈被名,yuanqu/yuanqu.json,元曲,177e9114-96d5-50d3-8347-a03bdd172dcf
关汉卿,山石榴・阻鸾凰，分莺燕，马头咫尺天涯远，易去难相见。,yuanqu/yuanqu.json,元曲,3c6069a8-91fe-5f00-96f7-02882b7e92c4
关汉卿,幺・心间愁万千，不能言。当时月枕歌眷恋，到如今翻作《阳关》怨。,yuanqu/yuanqu.json,元曲,70ffc530-ea3f-5dd5-972b-cb02c78235aa
关汉卿,醉也摩挲・真个索去也么天，真个索去也么天！再要团圆，动是经年，思,yuanqu/yuanqu.json,元曲,c581f557-ca19-50f8-bcca-3c73a36f59aa
关汉卿,相公爱・晚宿在孤村闷怎生眠，伴人离愁月当轩。月圆，人几时圆？不似,yuanqu/yuanqu.json,元曲,893daa2f-b040-5810-87fb-92c67e0acbc4
关汉卿,胡十八・天配合俏姻眷，分拆开并头莲。思量席上与樽前，天生的自然，,yuanqu/yuanqu.json,元曲,df7db1a1-f064-59df-963f-355183214d77
关汉卿,一锭银・心友每相邀列着管弦，却子待欢解动凄然。十分酒十分悲怨，却,yuanqu/yuanqu.json,元曲,c36dd722-7df2-5792-8f59-4a0f98758cb4
关汉卿,阿那忽・酒劝到跟前，只办的推延。桃花去年人面，偏怎生冷落了今年。,yuanqu/yuanqu.json,元曲,820a3b45-7c54-5940-800b-d39da46eb310
关汉卿,不拜门・酒入愁肠闷怎生言，疏竹萧萧西风战。如年，如年似长夜天，正,yuanqu/yuanqu.json,元曲,244e55f5-3e83-597d-8c3b-35804b2b8007
关汉卿,金盏子・咱无缘，风流十全。尽可怜，芙蓉面。腕松着金钏，鬓贴着翠钿，,yuanqu/yuanqu.json,元曲,940e4869-7b23-55b2-a070-3fdec2342403
关汉卿,也不罗・只听得乐声喧，列着华筵，聚集诸亲眷。首先一盏拦门劝，走马,yuanqu/yuanqu.json,元曲,59b5980c-60da-598b-a76d-9f1072d6fe98
关汉卿,喜人心・人丛里遥见，半遮着罗扇，可喜的风流业冤，两叶眉儿未展。百,yuanqu/yuanqu.json,元曲,124464f6-e055-5520-a862-dc4b8a71c224
关汉卿,风流体・胡猜咱，胡猜咱居帝辇，和别人、和别人相留恋。上放着、上放,yuanqu/yuanqu.json,元曲,b44baea1-f4ae-5ec2-a6ca-2b4bcc13ec53
关汉卿,忽都白・我半载来孤眠，信口胡言，枉了把我冤也么冤。打听的真实，有,yuanqu/yuanqu.json,元曲,bf6fda32-ce38-50c4-9005-9f66f22297b6
关汉卿,唐兀歹・不付能告求的绣帏里头眠，痛惜轻怜。斩眼不觉得绿窗儿外月明,yuanqu/yuanqu.json,元曲,15dbc1c8-27d1-5225-b863-57d4b01f16d6
关汉卿,尾・腰肢困摆垂杨软，舌尖笑吐丁香喘。绣帐里无人，并枕低言。畅道美,yuanqu/yuanqu.json,元曲,d191d600-b443-5b0b-b8e9-f084247e9c7e
关汉卿,双调・乔牌儿,yuanqu/yuanqu.json,元曲,a814f846-4503-5ab0-b8fc-22409cfe0866
关汉卿,夜行船・富贵那能长富贵，日盈昃月满亏蚀。地下东南，天高西北，天地,yuanqu/yuanqu.json,元曲,5d38f06f-ea58-565b-a63e-8aad4e37039a
关汉卿,庆宣和・算到天明走到黑，赤紧的是衣食。凫短鹤长不能齐，且休题，谁,yuanqu/yuanqu.json,元曲,ef080b8f-c450-5ad6-bde0-56e4f66ec905
关汉卿,锦上花・展放愁眉，休争闲气。今日容颜，老如昨日。古往今来，恁须尽,yuanqu/yuanqu.json,元曲,e80ebae9-9e26-5c7a-93f6-338f48260241
关汉卿,幺・到头这一身，难逃那一日。受用了一朝，一朝便宜。百岁光阴，七十,yuanqu/yuanqu.json,元曲,36196d38-bbfd-5917-8462-7fab72362cb3
关汉卿,清江引・落花满院春又归，晚景成何济！车尘马足中，蚁穴蜂衙内，寻取,yuanqu/yuanqu.json,元曲,2a0def6c-74dd-5883-b157-3f8254ddaf60
关汉卿,碧玉箫・乌兔相催，日月走东西。人生别离，白发故人稀。不停闲岁月疾，,yuanqu/yuanqu.json,元曲,d6c42777-1eb4-5e91-9c76-8df3564f13da
关汉卿,歇拍煞・恁则待闲熬煎、闲烦恼、闲萦系、闲追欢、闲落魄、闲游戏。金,yuanqu/yuanqu.json,元曲,3b8ab39b-4f1d-5709-b0e7-94cdca3cddbb
关汉卿,仙吕・桂枝香,yuanqu/yuanqu.json,元曲,a6372e3b-32c9-5cdb-a746-bfa9146443dc
关汉卿,不是路・万种风流，今日番成一段愁。泪盈眸，云山满目恨悠悠。谩追求，,yuanqu/yuanqu.json,元曲,6037275c-37db-5eb4-8d43-39177b447801
关汉卿,木丫叉・雾锁秦楼，雾锁秦楼。云迷楚岫，御沟红叶空流。偷香韩寿，锦,yuanqu/yuanqu.json,元曲,f715770c-045d-5dd3-a2ce-f83280234d42
关汉卿,幺篇・月下砧声幽，月下砧声幽，风前笛秦。断肠声无了无休，捣碎我心,yuanqu/yuanqu.json,元曲,cfa57684-a712-5209-bb25-590e2dd403b1
关汉卿,余文・薄情忘却神前咒，一度思量一度愁，把往日恩情付水流。,yuanqu/yuanqu.json,元曲,10c39104-fa25-500c-bc8a-392422d93148
阚志学,仙吕・赏花时,yuanqu/yuanqu.json,元曲,dedfd018-1248-5fb3-adb4-b1d2cf3e4347
阚志学,煞尾・惜花愁，伤春怨，萦系杀多情少年。何处狂游袅玉鞭，谩教人暗卜,yuanqu/yuanqu.json,元曲,29a42fe3-6580-5dd1-8516-254056aab699
关汉卿,钱大尹智宠谢天香・仙吕/赏花时,yuanqu/yuanqu.json,元曲,10d27dda-99af-5a22-97bf-d03d03fd0de5
关汉卿,钱大尹智宠谢天香・玄篇,yuanqu/yuanqu.json,元曲,3bc375c9-b6ed-5d3a-bc9e-578980b2320f
关汉卿,钱大尹智宠谢天香・仙吕/点绛唇,yuanqu/yuanqu.json,元曲,5267e973-b031-5762-a836-9cf3293ebdc0
关汉卿,钱大尹智宠谢天香・混江龙,yuanqu/yuanqu.json,元曲,387c589e-2b66-584a-ab11-96a1d46d9aa1
关汉卿,钱大尹智宠谢天香・油葫芦,yuanqu/yuanqu.json,元曲,abe877d1-fb76-5b35-82b9-03446e98e40a
关汉卿,钱大尹智宠谢天香・天下乐,yuanqu/yuanqu.json,元曲,49773de5-9227-5758-ba69-c0b276aaca75
关汉卿,钱大尹智宠谢天香・金盏儿,yuanqu/yuanqu.json,元曲,cbc51d60-89aa-59b0-b9ed-da74b34fd391
关汉卿,钱大尹智宠谢天香・醉中天,yuanqu/yuanqu.json,元曲,b7457167-c4ad-541f-81e5-a15d574f0918
关汉卿,钱大尹智宠谢天香・醉扶归,yuanqu/yuanqu.json,元曲,9b4ec8c7-d1be-58d7-a28b-d0bcea998e95
关汉卿,钱大尹智宠谢天香・赚煞,yuanqu/yuanqu.json,元曲,cd7aa825-f297-5809-b00e-9dc766e90f66
关汉卿,钱大尹智宠谢天香・南吕/一枝花,yuanqu/yuanqu.json,元曲,33ea74a4-f078-5a72-bec5-361ce5051dcb
关汉卿,钱大尹智宠谢天香・隔尾,yuanqu/yuanqu.json,元曲,d2afc6e8-ce2f-58c9-89e5-7070e0d4c8a1
关汉卿,钱大尹智宠谢天香・贺新郎,yuanqu/yuanqu.json,元曲,8b0ecb3c-9fdf-5072-abef-2ba37216e423
